city,lon,lat,weather_id,weather_main,weather_description,temp,feels_like,temp_min,temp_max,pressure,humidity,visibility,wind_speed,wind_deg,rain_1h,clouds_all,sunrise,sunset
Grand Prairie,-96.9978,32.746,804,Clouds,overcast clouds,10.64,,9.96,11.27,1024,66,10000.0,8.23,340,0.0,100,1732540069,1732576974
Knoxville,-83.9207,35.9606,804,Clouds,overcast clouds,16.53,,14.05,18.27,1017,78,10000.0,4.12,220,0.0,100,1732537363,1732573401
Worcester,-71.8328,42.3334,802,Clouds,scattered clouds,3.75,,1.92,5.2,1016,67,10000.0,1.86,279,0.0,39,1732535451,1732569510
Newport News,-76.428,36.9788,801,Clouds,few clouds,11.6,,10.98,14.01,1018,84,10000.0,0.0,0,0.0,20,1732535710,1732571458
Brownsville,-97.4975,25.9018,800,Clear,clear sky,27.72,,26.1,27.97,1017,60,10000.0,4.63,190,0.0,0,1732539363,1732577920
Overland Park,-94.6708,38.9822,800,Clear,clear sky,2.82,,1.58,3.95,1026,49,10000.0,5.14,330,0.0,0,1732540391,1732575535
Santa Clarita,-118.5426,34.3917,801,Clouds,few clouds,18.42,,16.88,19.64,1019,52,10000.0,2.57,160,0.0,20,1732545461,1732581926
Providence,-71.4128,41.824,802,Clouds,scattered clouds,4.27,,2.99,6.32,1016,69,10000.0,2.64,289,0.0,40,1732535263,1732569496
Garden Grove,-117.9415,33.7739,803,Clouds,broken clouds,22.02,,19.07,23.51,1019,48,10000.0,2.06,320,0.0,75,1732545234,1732581864
Chattanooga,-85.3097,35.0456,804,Clouds,overcast clouds,19.36,,17.82,19.99,1017,78,10000.0,0.45,179,0.0,99,1732537570,1732573862
Oceanside,-117.3795,33.1959,800,Clear,clear sky,20.15,,18.42,22.38,1019,53,10000.0,4.12,270,0.0,0,1732545022,1732581806
Jackson,-122.8345,42.4165,804,Clouds,overcast clouds,8.47,,8.19,8.93,1013,84,10000.0,1.54,320,0.0,100,1732547716,1732581732
Fort Lauderdale,-80.1434,26.1223,801,Clouds,few clouds,22.92,,21.67,24.0,1021,67,10000.0,2.57,50,0.0,20,1732535221,1732573731
Santa Rosa,-122.7144,38.4405,804,Clouds,overcast clouds,12.9,,11.85,13.73,1016,88,10000.0,0.89,82,0.0,100,1732547043,1732582347
Rancho Cucamonga,-117.5931,34.1064,803,Clouds,broken clouds,18.22,,17.4,20.68,1020,51,10000.0,3.6,100,0.0,75,1732545195,1732581736
Port St. Lucie,-80.3503,27.2939,800,Clear,clear sky,21.08,,18.34,21.66,1022,81,10000.0,1.34,356,0.0,0,1732535404,1732573646
Tempe,-111.9093,33.4148,802,Clouds,scattered clouds,23.82,,22.68,24.88,1018,25,10000.0,1.54,0,0.0,40,1732543738,1732580465
Ontario,-117.6509,34.0633,803,Clouds,broken clouds,18.8,,17.99,21.06,1020,51,10000.0,3.6,100,0.0,75,1732545203,1732581756
Vancouver,-122.6615,45.6387,804,Clouds,overcast clouds,10.0,,8.8,10.83,1014,83,10000.0,2.57,90,0.0,100,1732548267,1732581098
Cape Coral,-81.9495,26.5629,800,Clear,clear sky,21.86,,20.55,22.22,1021,74,10000.0,1.54,60,0.0,0,1732535704,1732574114
Sioux Falls,-96.7003,43.55,800,Clear,clear sky,-3.64,,-4.45,-3.08,1026,64,10000.0,3.6,300,0.0,0,1732541639,1732575262
Pembroke Pines,-80.2239,26.0032,800,Clear,clear sky,22.96,,21.66,24.0,1021,71,10000.0,3.09,60,0.0,0,1732535226,1732573763
Elk Grove,-121.3716,38.4088,701,Mist,mist,12.8,,11.76,13.41,1016,86,10000.0,3.09,140,0.0,100,1732546716,1732582029
Salem,-123.0351,44.9429,803,Clouds,broken clouds,10.18,,9.49,11.4,1014,81,10000.0,1.79,166,0.0,64,1732548222,1732581322
Lancaster,-76.2499,40.2504,804,Clouds,overcast clouds,10.39,,9.84,10.84,1016,68,10000.0,3.6,170,0.0,100,1732536166,1732570916
Corona,-117.5664,33.8753,804,Clouds,overcast clouds,20.95,,19.15,22.34,1019,46,10000.0,0.89,283,0.0,100,1732545157,1732581761
Eugene,-123.0867,44.0521,803,Clouds,broken clouds,8.85,,8.47,9.33,1014,90,10000.0,3.09,150,0.0,75,1732548068,1732581501
McKinney,-96.6153,33.1976,804,Clouds,overcast clouds,10.25,,9.5,10.88,1024,68,10000.0,5.66,340,0.0,100,1732540036,1732576823
Fort Collins,-105.0844,40.5853,800,Clear,clear sky,5.52,,4.31,6.35,1020,44,10000.0,1.34,96,0.0,9,1732543145,1732577780
Palmdale,-118.1165,34.5794,801,Clouds,few clouds,17.17,,14.73,17.91,1018,55,10000.0,7.2,250,0.0,20,1732545384,1732581798
Hayward,-122.0808,37.6688,804,Clouds,overcast clouds,12.57,,11.58,13.53,1015,93,10000.0,1.79,180,0.0,100,1732546775,1732582310
Alexandria,-77.0469,38.8048,803,Clouds,broken clouds,12.17,,10.36,13.49,1016,67,10000.0,2.06,190,0.0,75,1732536131,1732571334
Lakewood,-105.0814,39.7047,801,Clouds,few clouds,6.09,,4.23,7.21,1019,48,10000.0,2.68,148,0.0,18,1732543004,1732577920
Hollywood,-118.3267,34.0983,721,Haze,haze,19.28,,17.08,20.89,1020,57,10000.0,4.12,250,0.0,40,1732545370,1732581913
Pasadena,-95.2091,29.6911,800,Clear,clear sky,26.48,,25.53,27.29,1017,70,10000.0,4.12,230,0.0,0,1732539256,1732576928
Sunnyvale,-122.0363,37.3688,300,Drizzle,light intensity drizzle,13.35,,11.59,14.57,1015,92,8047.0,6.71,197,0.0,100,1732546720,1732582344
Macon,-88.9668,39.8667,804,Clouds,overcast clouds,7.03,,6.25,7.03,1018,70,10000.0,7.72,290,0.0,100,1732539159,1732574028
Pomona,-117.7523,34.0553,804,Clouds,overcast clouds,19.1,,18.15,21.36,1020,51,10000.0,3.6,100,0.0,100,1732545226,1732581781
Escondido,-117.0864,33.1192,800,Clear,clear sky,20.4,,17.29,22.38,1019,53,10000.0,3.09,0,0.0,0,1732544942,1732581746
Killeen,-97.7278,31.1171,800,Clear,clear sky,11.91,,10.75,12.34,1023,62,10000.0,7.2,340,0.0,0,1732540037,1732577357
Naperville,-88.1473,41.7859,804,Clouds,overcast clouds,5.98,,4.92,6.89,1016,83,10000.0,3.13,309,0.0,100,1732539276,1732573518
Joliet,-88.0817,41.525,804,Clouds,overcast clouds,6.87,,5.67,7.53,1016,87,10000.0,7.72,300,0.0,100,1732539217,1732573546
Bellevue,-122.2007,47.6104,300,Drizzle,light intensity drizzle,8.34,,7.09,9.34,1015,93,10000.0,1.54,350,0.0,100,1732548558,1732580585
Rockford,-89.094,42.2711,804,Clouds,overcast clouds,3.95,,3.22,4.08,1017,81,10000.0,7.72,300,0.0,100,1732539586,1732573662
Savannah,-81.0998,32.0835,800,Clear,clear sky,16.6,,15.59,17.19,1021,77,10000.0,2.57,160,0.0,0,1732536166,1732573245
Paterson,-74.1718,40.9168,802,Clouds,scattered clouds,7.6,,5.85,10.41,1017,61,10000.0,1.54,210,0.0,40,1732535775,1732570309
Torrance,-118.3406,33.8359,721,Haze,haze,18.35,,16.5,20.94,1020,66,10000.0,4.12,250,0.0,40,1732545338,1732581952
Bridgeport,-73.2048,41.167,800,Clear,clear sky,6.88,,5.25,8.54,1017,57,10000.0,0.0,0,0.0,0,1732535584,1732570036
McAllen,-98.23,26.2034,800,Clear,clear sky,28.46,,27.9,30.06,1016,57,10000.0,2.24,155,0.0,1,1732539573,1732578062
Mesquite,-96.5992,32.7668,803,Clouds,broken clouds,10.73,,10.09,11.4,1024,69,10000.0,4.63,320,0.0,75,1732539976,1732576876
Syracuse,-76.1474,43.0481,803,Clouds,broken clouds,3.98,,2.73,5.08,1015,79,10000.0,1.54,80,0.0,75,1732536612,1732570420
Midland,-102.0779,31.9974,800,Clear,clear sky,10.92,,10.35,11.14,1025,49,10000.0,5.66,60,0.0,0,1732541192,1732578290
Murfreesboro,-86.3903,35.8456,804,Clouds,overcast clouds,19.93,,18.81,20.66,1015,79,10000.0,3.09,210,0.0,100,1732537940,1732574010
Miramar,-80.2323,25.9873,800,Clear,clear sky,22.99,,21.67,24.01,1021,71,10000.0,3.09,60,0.0,0,1732535227,1732573767
Dayton,-84.1916,39.7589,300,Drizzle,light intensity drizzle,15.04,,14.08,15.78,1010,89,10000.0,5.14,200,0.34,100,1732537995,1732572900
Fullerton,-117.9253,33.8703,801,Clouds,few clouds,21.84,,19.63,23.22,1019,49,10000.0,2.24,360,0.0,20,1732545243,1732581848
Olathe,-94.8191,38.8814,800,Clear,clear sky,2.74,,1.61,4.06,1026,50,10000.0,6.17,330,0.0,0,1732540411,1732575586
Orange,-117.7675,33.7,803,Clouds,broken clouds,22.2,,19.42,23.46,1019,46,10000.0,1.54,270,0.0,75,1732545182,1732581833
Thornton,-104.9719,39.868,800,Clear,clear sky,6.62,,5.05,7.92,1019,38,10000.0,3.09,130,0.0,0,1732543003,1732577868
Roseville,-121.288,38.7521,804,Clouds,overcast clouds,11.98,,11.19,12.92,1016,89,10000.0,4.63,140,0.0,100,1732546748,1732581957
Denton,-97.1336,33.2001,804,Clouds,overcast clouds,9.99,,9.16,10.61,1025,69,10000.0,4.47,337,0.0,100,1732540161,1732576947
Waco,-97.1467,31.5493,802,Clouds,scattered clouds,11.11,,10.84,11.29,1023,71,10000.0,7.72,330,0.0,40,1732539951,1732577163
Surprise,-112.3332,33.6306,800,Clear,clear sky,23.55,,22.6,24.83,1018,25,10000.0,2.06,40,0.0,0,1732543868,1732580538
Carrollton,-96.8903,32.9537,804,Clouds,overcast clouds,10.55,,9.67,11.34,1024,68,10000.0,8.23,340,0.0,100,1732540070,1732576921
West Valley City,-112.0011,40.6916,800,Clear,clear sky,5.9,,4.74,6.84,1019,45,10000.0,6.17,160,0.0,0,1732544824,1732579422
Visalia,-119.2921,36.3302,804,Clouds,overcast clouds,14.24,,13.9,15.01,1019,90,10000.0,3.6,80,0.0,100,1732545911,1732581836
Hampton,-76.3452,37.0299,801,Clouds,few clouds,11.76,,11.0,14.03,1018,83,10000.0,0.0,0,0.0,20,1732535697,1732571430
Gainesville,-82.3248,29.6516,800,Clear,clear sky,16.61,,15.6,17.27,1022,69,10000.0,0.0,0,0.0,0,1732536157,1732573841
Warren,-84.1666,39.4334,804,Clouds,overcast clouds,14.64,,14.03,15.4,1010,91,10000.0,4.12,200,0.0,100,1732537938,1732572945
Coral Springs,-80.2706,26.2712,800,Clear,clear sky,22.35,,21.66,23.32,1021,72,10000.0,2.06,50,0.0,0,1732535268,1732573744
Cedar Rapids,-91.6441,42.0083,800,Clear,clear sky,-0.11,,-0.97,0.14,1022,74,10000.0,8.23,310,0.0,0,1732540154,1732574319
Round Rock,-97.6789,30.5083,800,Clear,clear sky,14.25,,12.75,16.28,1022,59,10000.0,9.26,10,0.0,0,1732539949,1732577421
Sterling Heights,-83.0302,42.5803,804,Clouds,overcast clouds,9.01,,8.23,10.05,1008,87,10000.0,2.57,140,0.0,100,1732538183,1732572154
Kent,-85.55,43.0334,701,Mist,mist,6.98,,6.1,7.42,1010,94,4828.0,3.09,280,0.0,100,1732538868,1732572679
Santa Clara,-121.9552,37.3541,804,Clouds,overcast clouds,14.01,,12.08,15.25,1016,90,10000.0,6.71,197,0.0,100,1732546699,1732582327
New Haven,-72.9329,41.4001,800,Clear,clear sky,5.22,,3.71,6.87,1017,61,10000.0,0.89,329,0.0,0,1732535557,1732569932
Stamford,-73.5387,41.0534,800,Clear,clear sky,7.26,,5.49,8.93,1017,64,10000.0,0.0,0,0.0,0,1732535645,1732570135
Concord,-122.0311,37.978,701,Mist,mist,12.6,,11.83,13.62,1016,91,4023.0,2.57,140,0.13,100,1732546809,1732582252
Elizabeth,-74.2107,40.664,803,Clouds,broken clouds,9.45,,7.56,11.1,1017,56,10000.0,3.6,240,0.0,75,1732535743,1732570360
Athens,-83.3779,33.9609,801,Clouds,few clouds,16.99,,16.36,17.16,1019,73,10000.0,0.0,0,0.0,20,1732536958,1732573546
Thousand Oaks,-118.8376,34.1706,804,Clouds,overcast clouds,18.66,,16.82,20.1,1020,54,10000.0,1.34,313,0.0,95,1732545502,1732582026
Lafayette,-92.0668,30.2335,804,Clouds,overcast clouds,22.97,,21.97,23.35,1018,84,2414.0,3.09,240,0.0,100,1732538568,1732576108
Simi Valley,-118.7815,34.2695,804,Clouds,overcast clouds,19.14,,17.23,20.36,1020,54,10000.0,2.68,277,0.0,97,1732545502,1732581999
Topeka,-95.678,39.0483,800,Clear,clear sky,3.68,,2.72,4.21,1027,49,10000.0,5.14,330,0.0,0,1732540643,1732575767
Norman,-97.4395,35.2226,800,Clear,clear sky,7.13,,6.62,8.02,1027,57,10000.0,7.72,320,0.0,0,1732540507,1732576748
Fargo,-96.7898,46.8772,800,Clear,clear sky,-8.97,,-9.47,-8.34,1025,72,10000.0,5.66,290,0.0,0,1732542301,1732574643
Wilmington,-77.9447,34.2257,800,Clear,clear sky,15.06,,13.29,16.62,1020,74,10000.0,3.6,200,0.0,0,1732535689,1732572207
Abilene,-99.7331,32.4487,800,Clear,clear sky,8.34,,7.19,9.15,1026,61,10000.0,6.69,10,0.0,0,1732540687,1732577669
Odessa,-102.3676,31.8457,800,Clear,clear sky,11.34,,10.12,12.14,1024,48,10000.0,5.66,50,0.0,0,1732541243,1732578378
Pearland,-95.286,29.5636,800,Clear,clear sky,26.19,,25.5,27.25,1017,72,10000.0,1.54,220,0.0,0,1732539259,1732576962
Victorville,-117.2912,34.5361,803,Clouds,broken clouds,16.6,,15.95,16.99,1018,57,10000.0,0.45,159,0.0,58,1732545180,1732581606
Vallejo,-122.2566,38.1041,804,Clouds,overcast clouds,12.77,,11.63,13.6,1016,91,10000.0,4.63,90,0.0,100,1732546882,1732582288
Ann Arbor,-83.7409,42.2776,804,Clouds,overcast clouds,8.64,,7.93,9.45,1008,80,10000.0,0.0,0,0.0,100,1732538302,1732572377
Berkeley,-122.2728,37.8716,804,Clouds,overcast clouds,12.69,,11.47,13.44,1016,87,10000.0,0.45,292,0.0,100,1732546852,1732582326
Allentown,-75.4902,40.6084,804,Clouds,overcast clouds,9.58,,8.43,10.61,1016,70,10000.0,0.0,0,0.0,100,1732536041,1732570676
Richardson,-96.7297,32.9482,804,Clouds,overcast clouds,10.39,,9.52,11.14,1024,69,10000.0,6.69,330,0.0,100,1732540031,1732576884
Arvada,-105.0875,39.8028,801,Clouds,few clouds,6.58,,5.04,7.71,1019,43,10000.0,2.68,148,0.0,16,1732543021,1732577906
Roseville,-121.288,38.7521,804,Clouds,overcast clouds,11.98,,11.19,12.92,1016,89,10000.0,4.63,140,0.0,100,1732546748,1732581957
Beaumont,-94.1019,30.0861,802,Clouds,scattered clouds,25.07,,24.02,25.99,1017,65,10000.0,3.09,210,0.0,40,1732539038,1732576615
Round Rock,-97.6789,30.5083,800,Clear,clear sky,14.25,,12.75,16.28,1022,59,10000.0,9.26,10,0.0,0,1732539949,1732577421
Evansville,-87.5558,37.9748,701,Mist,mist,11.71,,10.6,12.33,1016,87,10000.0,5.66,310,0.0,100,1732538529,1732573981
Independence,-94.4155,39.0911,800,Clear,clear sky,3.1,,1.67,3.94,1026,44,10000.0,4.63,310,0.0,0,1732540346,1732575457
Fairfield,-73.3162,41.2668,800,Clear,clear sky,5.12,,4.13,6.3,1017,63,10000.0,0.0,0,0.0,0,1732535627,1732570046
Provo,-111.6585,40.2338,803,Clouds,broken clouds,3.63,,2.9,4.95,1020,57,10000.0,2.57,260,0.0,75,1732544668,1732579414
Clearwater,-82.8001,27.9659,800,Clear,clear sky,18.28,,17.08,20.52,1022,68,10000.0,4.47,132,0.0,0,1732536071,1732574156
Palm Bay,-80.5887,28.0345,800,Clear,clear sky,19.11,,17.8,21.03,1022,83,10000.0,2.06,30,0.0,0,1732535548,1732573617
West Jordan,-111.9391,40.6097,800,Clear,clear sky,5.5,,4.11,6.71,1019,46,10000.0,6.17,160,0.0,0,1732544796,1732579421
Pueblo,-104.6091,38.2545,800,Clear,clear sky,5.56,,5.27,6.43,1023,61,10000.0,5.14,130,0.0,0,1732542667,1732578031
Lowell,-71.3162,42.6334,800,Clear,clear sky,4.95,,2.97,6.22,1016,64,10000.0,3.09,270,0.0,0,1732535379,1732569334
Ventura,-119.0176,34.4667,804,Clouds,overcast clouds,10.47,,8.97,11.28,1020,66,10000.0,0.89,139,0.0,100,1732545586,1732582029
Gresham,-122.4315,45.4982,500,Rain,light rain,9.33,,8.19,10.62,1014,85,10000.0,3.09,80,0.65,100,1732548184,1732581070
High Point,-80.0053,35.9557,801,Clouds,few clouds,12.24,,10.48,14.25,1017,67,10000.0,0.89,249,0.0,12,1732536422,1732572462
Billings Metropolitan Area,-108.5007,45.7833,803,Clouds,broken clouds,-5.17,,-6.58,-4.28,1021,79,10000.0,0.0,0,0.0,75,1732544894,1732577672
Manchester,-71.4548,42.9956,800,Clear,clear sky,3.14,,1.68,5.04,1016,73,10000.0,0.89,214,0.0,9,1732535476,1732569304
El Monte,-118.0276,34.0686,804,Clouds,overcast clouds,20.26,,19.08,22.19,1019,54,10000.0,1.77,261,0.0,89,1732545294,1732581846
South Bend,-86.25,41.6834,701,Mist,mist,9.08,,8.11,9.56,1012,92,6437.0,7.72,310,0.0,100,1732538803,1732573080
Everett,-122.2021,47.979,804,Clouds,overcast clouds,7.57,,6.67,8.69,1015,96,8188.0,0.94,280,0.0,100,1732548638,1732580506
Pompano Beach,-80.1248,26.2379,800,Clear,clear sky,22.95,,21.09,23.98,1021,68,10000.0,2.57,60,0.0,0,1732535229,1732573713
Daly City,-122.4619,37.7058,701,Mist,mist,11.9,,11.02,12.9,1016,93,2414.0,3.13,15,0.0,100,1732546872,1732582396
Norwalk,-118.0817,33.9022,801,Clouds,few clouds,21.0,,17.64,22.85,1019,51,10000.0,2.06,320,0.0,20,1732545285,1732581881
Burbank,-118.309,34.1808,802,Clouds,scattered clouds,19.29,,17.5,20.71,1020,52,10000.0,2.57,160,0.0,40,1732545377,1732581898
Rialto,-117.3703,34.1064,803,Clouds,broken clouds,19.59,,17.31,20.91,1020,46,10000.0,1.34,360,0.0,75,1732545141,1732581683
San Mateo,-122.3511,37.4499,701,Mist,mist,9.39,,8.77,10.72,1015,95,2414.0,8.23,170,0.0,100,1732546808,1732582408
Lewisville,-96.9942,33.0462,804,Clouds,overcast clouds,10.44,,9.66,11.24,1024,68,10000.0,8.23,340,0.0,100,1732540107,1732576934
Lakeland,-81.9498,28.0395,800,Clear,clear sky,18.87,,17.1,20.97,1021,75,10000.0,0.0,0,0.0,0,1732535875,1732573943
Erie,-78.6664,42.7667,804,Clouds,overcast clouds,8.74,,7.14,9.42,1012,77,10000.0,0.89,184,0.0,100,1732537168,1732571074
Tyler,-95.3011,32.3513,804,Clouds,overcast clouds,12.18,,11.72,13.03,1022,74,10000.0,4.63,330,0.0,100,1732539610,1732576618
Pearland,-95.286,29.5636,800,Clear,clear sky,26.19,,25.5,27.25,1017,72,10000.0,1.54,220,0.0,0,1732539259,1732576962
Temecula,-117.1484,33.4936,800,Clear,clear sky,21.73,,21.26,22.7,1019,42,10000.0,2.57,230,0.0,0,1732545006,1732581711
Meridian,-116.3915,43.6121,803,Clouds,broken clouds,8.82,,6.57,10.19,1016,52,10000.0,3.6,140,0.0,75,1732546380,1732579975
Visalia,-119.2921,36.3302,804,Clouds,overcast clouds,14.24,,13.9,15.01,1019,90,10000.0,3.6,80,0.0,100,1732545911,1732581836
Westminster,-105.0372,39.8367,800,Clear,clear sky,6.52,,5.0,7.64,1019,41,10000.0,3.09,130,0.0,0,1732543014,1732577889
Santa Barbara,-120.0343,34.7333,804,Clouds,overcast clouds,15.18,,14.57,15.31,1019,51,10000.0,3.09,110,0.0,100,1732545866,1732582237
Green Bay,-88.0198,44.5192,500,Rain,light rain,1.78,,1.53,2.17,1013,96,10000.0,5.14,280,0.25,100,1732539731,1732573001
Cedar Park,-97.8203,30.5052,800,Clear,clear sky,14.2,,12.61,16.34,1022,60,10000.0,5.66,350,0.0,0,1732539983,1732577455
Lynchburg,-79.1423,37.4138,803,Clouds,broken clouds,12.8,,12.71,14.0,1016,63,10000.0,0.0,0,0.0,75,1732536425,1732572045
Tuscaloosa,-87.5692,33.2098,800,Clear,clear sky,21.27,,19.92,21.88,1018,70,10000.0,2.57,190,0.0,0,1732537865,1732574651
Orem,-111.6946,40.2969,803,Clouds,broken clouds,3.4,,2.46,4.52,1019,56,10000.0,2.57,260,0.0,75,1732544687,1732579413
Perris,-117.2287,33.7825,803,Clouds,broken clouds,20.91,,19.26,21.83,1019,39,10000.0,2.06,350,0.0,75,1732545064,1732581692
Dearborn,-83.1763,42.3223,804,Clouds,overcast clouds,10.02,,8.62,10.59,1008,87,10000.0,2.57,190,0.0,100,1732538174,1732572233
Hemet,-116.972,33.7475,803,Clouds,broken clouds,20.85,,19.5,21.54,1019,38,10000.0,2.68,22,0.0,70,1732544998,1732581635
Fargo,-96.7898,46.8772,800,Clear,clear sky,-8.97,,-9.47,-8.34,1025,72,10000.0,5.66,290,0.0,0,1732542301,1732574643
Muncie,-85.3864,40.1934,804,Clouds,overcast clouds,12.85,,11.92,13.41,1012,91,10000.0,5.36,279,0.0,100,1732538351,1732573117
Casper,-106.3131,42.8666,800,Clear,clear sky,0.84,,-0.11,0.96,1021,57,10000.0,7.2,210,0.0,0,1732543826,1732577690
Santa Fe,-105.9506,35.5167,803,Clouds,broken clouds,9.18,,7.92,10.18,1021,38,10000.0,0.45,232,0.0,78,1732542592,1732578750
Wichita Falls,-98.4934,33.9137,800,Clear,clear sky,9.98,,9.12,10.08,1026,58,10000.0,7.2,360,0.0,0,1732540582,1732577179
Albany,-73.9662,42.6001,803,Clouds,broken clouds,1.92,,0.47,3.13,1017,73,10000.0,1.24,262,0.0,71,1732536010,1732569976
Bend,-121.3153,44.0582,803,Clouds,broken clouds,2.94,,1.9,3.54,1015,91,10000.0,0.89,171,0.0,75,1732547644,1732581074
Woodbridge,-74.2846,40.5576,802,Clouds,scattered clouds,9.1,,7.68,11.1,1017,59,10000.0,2.57,220,0.0,40,1732535743,1732570395
Largo,-82.7873,27.9095,800,Clear,clear sky,18.69,,17.75,20.61,1022,67,10000.0,4.47,132,0.0,0,1732536061,1732574160
West Haven,-72.9471,41.2706,800,Clear,clear sky,6.25,,4.85,7.95,1017,59,10000.0,0.0,0,0.0,0,1732535539,1732569957
Springdale,-94.1288,36.1867,800,Clear,clear sky,5.35,,4.56,6.07,1024,76,10000.0,2.57,330,0.0,0,1732539847,1732575819
Kokomo,-86.1336,40.4864,804,Clouds,overcast clouds,10.5,,9.38,11.03,1013,88,10000.0,6.17,290,0.0,100,1732538578,1732573249
Logan,-111.8344,41.7355,800,Clear,clear sky,1.82,,1.09,3.39,1022,62,10000.0,0.45,324,0.0,0,1732544957,1732579209
Bartlesville,-95.9808,36.7473,800,Clear,clear sky,6.77,,6.57,6.97,1027,44,10000.0,2.57,350,0.0,0,1732540372,1732576183
Birmingham,-86.8025,33.5207,801,Clouds,few clouds,15.46,,14.52,16.88,1019,68,10000.0,4.63,350,0.0,20,1732624176,1732660810
Montgomery,-77.1997,39.1501,800,Clear,clear sky,15.24,,14.1,16.42,1015,44,10000.0,6.69,310,0.0,0,1732622684,1732657693
Hoover,-86.8114,33.4054,801,Clouds,few clouds,15.37,,14.63,16.34,1019,70,10000.0,4.63,350,0.0,20,1732624163,1732660828
Chandler,-111.8412,33.3062,800,Clear,clear sky,24.46,,23.28,26.37,1016,25,10000.0,2.06,0,0.0,0,1732630161,1732666847
Peoria,-89.7668,40.7667,800,Clear,clear sky,4.64,,3.97,5.69,1022,50,10000.0,2.57,240,0.0,0,1732625962,1732660448
Yuma,-114.6244,32.7253,800,Clear,clear sky,22.8,,21.43,24.93,1015,31,10000.0,0.0,0,0.0,0,1732630752,1732667592
Avondale,-112.3496,33.4356,803,Clouds,broken clouds,23.48,,22.83,25.37,1016,26,10000.0,2.24,132,0.0,75,1732630300,1732666952
Fort Smith,-94.3986,35.3859,800,Clear,clear sky,13.33,,11.81,14.02,1021,34,10000.0,3.13,65,0.0,0,1732626256,1732662377
Jonesboro,-90.7043,35.8423,800,Clear,clear sky,8.82,,7.74,8.87,1022,45,10000.0,2.06,80,0.0,0,1732625434,1732661427
Long Beach,-118.1892,33.767,802,Clouds,scattered clouds,19.61,,17.53,21.16,1019,72,10000.0,4.12,280,0.0,40,1732631747,1732668309
Salinas,-121.6555,36.6777,804,Clouds,overcast clouds,12.64,,11.57,13.8,1020,94,10000.0,0.0,0,0.0,100,1732632987,1732668733
Downey,-118.1326,33.94,721,Haze,haze,20.13,,17.82,21.18,1019,56,10000.0,2.06,250,0.0,40,1732631757,1732668272
Costa Mesa,-117.9187,33.6411,803,Clouds,broken clouds,21.15,,19.55,22.76,1019,59,10000.0,1.79,213,0.0,75,1732631665,1732668261
Inglewood,-118.3531,33.9617,721,Haze,haze,18.67,,17.05,20.46,1019,74,10000.0,4.12,280,0.0,20,1732631813,1732668322
West Covina,-117.939,34.0686,803,Clouds,broken clouds,20.17,,18.91,21.59,1019,55,10000.0,0.45,290,0.0,75,1732631728,1732668208
Carlsbad,-117.3506,33.1581,800,Clear,clear sky,20.4,,18.45,23.69,1019,56,10000.0,3.6,230,0.0,0,1732631464,1732668189
Murrieta,-117.2139,33.5539,804,Clouds,overcast clouds,21.96,,20.68,22.89,1018,47,10000.0,2.24,227,0.0,90,1732631484,1732668103
Antioch,-121.8058,38.0049,804,Clouds,overcast clouds,14.74,,13.29,15.55,1020,77,10000.0,0.89,249,0.0,100,1732633220,1732668572
Santa Maria,-120.4357,34.953,804,Clouds,overcast clouds,16.15,,15.14,17.02,1019,97,10000.0,0.0,0,0.0,100,1732632449,1732668686
El Cajon,-116.9625,32.7948,800,Clear,clear sky,22.1,,18.23,23.69,1019,46,10000.0,3.09,300,0.0,0,1732631323,1732668144
Compton,-118.2201,33.8959,721,Haze,haze,19.49,,17.32,21.06,1019,70,10000.0,4.12,280,0.0,40,1732631772,1732668299
Clovis,-119.7029,36.8252,500,Rain,light rain,12.28,,11.16,13.34,1019,91,10000.0,5.14,320,0.42,100,1732632540,1732668243
South Gate,-118.212,33.9547,721,Haze,haze,19.55,,17.35,20.98,1019,69,10000.0,3.09,230,0.0,20,1732631778,1732668289
Vista,-117.2425,33.2,800,Clear,clear sky,21.32,,18.35,23.45,1019,51,10000.0,3.6,230,0.0,0,1732631444,1732668158
Mission Viejo,-117.672,33.6,803,Clouds,broken clouds,20.63,,17.29,22.64,1019,59,10000.0,2.68,287,0.0,84,1732631600,1732668207
Vacaville,-121.9877,38.3566,800,Clear,clear sky,14.18,,13.12,14.73,1020,76,10000.0,3.6,260,0.0,0,1732633318,1732668562
Carson,-118.282,33.8314,721,Haze,haze,19.18,,17.49,21.0,1019,72,10000.0,4.12,280,0.0,75,1732631778,1732668322
Hesperia,-117.3009,34.4264,804,Clouds,overcast clouds,16.74,,12.23,17.49,1018,49,10000.0,5.36,1,0.0,88,1732631623,1732668006
Redding,-122.3917,40.5865,800,Clear,clear sky,13.49,,12.12,14.23,1019,59,10000.0,1.54,0,0.0,0,1732633768,1732668305
Santa Monica,-118.4912,34.0195,721,Haze,haze,18.08,,17.03,20.06,1019,77,10000.0,3.09,230,0.0,100,1732631854,1732668347
Chico,-121.8375,39.7285,802,Clouds,scattered clouds,13.59,,13.05,13.92,1019,76,10000.0,2.57,150,0.0,40,1732633496,1732668311
Whittier,-118.0328,33.9792,804,Clouds,overcast clouds,20.21,,18.37,21.74,1019,57,10000.0,0.0,0,0.0,100,1732631738,1732668243
Newport Beach,-117.9289,33.6189,803,Clouds,broken clouds,20.96,,18.34,22.68,1019,62,10000.0,1.79,213,0.0,75,1732631665,1732668266
